"sivil_status","bosted","antall_barn","kjonn","landsdel","utdannelse","fodselar","interess_i_politikk","sosial_tillit","lifs_tifredshet","endring_i_tygghet","tillit_til_politikere","tillit_til_media","inntekt","politisk_orientering","har_barn","alder"
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1950-1959","Svært Interessert",5,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,8,"har ikke barn",60
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Noe interessert",6,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",1,8,"har ikke barn",60
"Enke/enkemann","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Interessert",6,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,9,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1970-1979","Ikke spurt",6,"Svært tilfreds","Ikke spurt","I noen grad","I stor grad",6,7,"NA",40
"Gift/juridisk registrert partner","Ikke spurt","4","mann","Ostlandet","Videregaende skole","1970-1979","Svært Interessert",8,"Noe tilfreds","Noe tryggere","I noen grad","I svært stor grad",4,3,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,2,"har ikke barn",60
"Singel","Ikke spurt","0","mann","Oslo","Videregaende skole","1960-1969","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",3,7,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Hogskole/Universitet","1970-1979","Svært Interessert",6,"Tilfreds","Noe mer utrygt","I noen grad","I stor grad",6,2,"har ikke barn",40
"Samboer","Ikke spurt","1","mann","Vestlandet","Hogskole/Universitet","1970-1979","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",6,0,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1940-1949","Interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",2,1,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1940-1949","Svært Interessert",5,"Tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",8,8,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Svært Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",8,4,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Oslo","Hogskole/Universitet","1980-1989","Ikke spurt",7,"Svært tilfreds","Ikke spurt","I stor grad","I stor grad",6,3,"NA",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1940-1949","Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,3,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Noe mer utrygt","I noen grad","I stor grad",8,6,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Nord-Norge","Videregaende skole","1950-1959","Svært Interessert",7,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,4,"har ikke barn",60
"Samboer","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1960-1969","Interessert",3,"Svært tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",5,10,"har ikke barn",50
"Singel","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1980-1989","Noe interessert",1,"Lite tilfreds","Noe mer utrygt","Ikke i det hele tatt","Ikke i det hele tatt",5,5,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Svært Interessert",10,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",4,3,"har ikke barn",60
"Singel","Ikke spurt","0","mann","Ostlandet","Ikke svart","1980-1989","Interessert",6,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",1,3,"har ikke barn",30
"Singel","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Lite interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,4,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1960-1969","Interessert",7,"Tilfreds","Noe mer utrygt","I liten grad","I stor grad",4,3,"har ikke barn",50
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Oslo","Hogskole/Universitet","1970-1979","Interessert",9,"Svært tilfreds","Mye tryggere","I stor grad","I svært stor grad",7,7,"har ikke barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1950-1959","Ikke spurt",8,"Tilfreds","Ikke spurt","I noen grad","I noen grad",3,7,"NA",60
"Samboer","Ikke spurt","1","kvinne","Oslo","Hogskole/Universitet","1980-1989","Interessert",8,"Svært tilfreds","Noe tryggere","I noen grad","I stor grad",5,1,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Oslo","Videregaende skole","1950-1959","Noe interessert",9,"Svært tilfreds","Noe tryggere","I stor grad","I stor grad",6,7,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",2,2,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Oslo","Hogskole/Universitet","1960-1969","Ikke spurt",7,"Tilfreds","Ikke spurt","I noen grad","I liten grad",7,0,"NA",50
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1950-1959","Ikke spurt",7,"Svært tilfreds","Ikke spurt","I stor grad","I stor grad",6,3,"NA",60
"Singel","Ikke spurt","1","mann","Trondelag","Videregaende skole","1980-1989","Interessert",4,"Svært tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",7,9,"har barn",30
"Samboer","Ikke spurt","0","kvinne","Nord-Norge","Videregaende skole","1960-1969","Svært Interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",4,6,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","3","kvinne","Oslo","Hogskole/Universitet","1980-1989","Svært Interessert",8,"Tilfreds","Noe tryggere","I stor grad","I stor grad",6,3,"har barn",30
"Singel","Ikke spurt","0","kvinne","Sorlandet","Hogskole/Universitet","1960-1969","Noe interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,4,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I svært stor grad","I noen grad",7,1,"har ikke barn",50
"Samboer","Ikke spurt","1","kvinne","Nord-Norge","Hogskole/Universitet","1970-1979","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,6,"har barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Ikke spurt",5,"Svært tilfreds","Ikke spurt","I noen grad","I noen grad",3,3,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1950-1959","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",1,5,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1950-1959","Ikke spurt",8,"Lite tilfreds","Ikke spurt","I stor grad","I stor grad",2,5,"NA",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Trondelag","Videregaende skole","1960-1969","Noe interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,6,"har ikke barn",50
"Samboer","Ikke spurt","2","mann","Ostlandet","Hogskole/Universitet","1970-1979","Noe interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",8,5,"har barn",40
"Singel","Ikke spurt","0","kvinne","Ostlandet","Ingen utdanning/grunnskole","1980-1989","Noe interessert",5,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",2,5,"har ikke barn",30
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","1","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Ikke tilfreds i det hele tatt","Ingen endring i tryggheten","I noen grad","I liten grad",7,4,"har barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Videregaende skole","1990 eller senere","Ikke spurt",7,"Noe tilfreds","Ikke spurt","I liten grad","I noen grad",2,5,"NA",20
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1960-1969","Noe interessert",6,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",3,6,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1960-1969","Noe interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,3,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Trondelag","Hogskole/Universitet","1960-1969","Interessert",4,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,6,"har ikke barn",50
"Enke/enkemann","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",9,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","2","kvinne","Ostlandet","Hogskole/Universitet","1970-1979","Interessert",7,"Tilfreds","Noe mer utrygt","I noen grad","I stor grad",6,5,"har barn",40
"Samboer","Ikke spurt","1","mann","Ostlandet","Videregaende skole","1970-1979","Interessert",8,"Tilfreds","Noe mer utrygt","I stor grad","I stor grad",8,6,"har barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Ikke spurt",8,"Svært tilfreds","Ikke spurt","I noen grad","I stor grad",3,8,"NA",60
"Gift/juridisk registrert partner","Ikke spurt","3","mann","Ostlandet","Hogskole/Universitet","1970-1979","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,5,"har barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Trondelag","Ingen utdanning/grunnskole","1990 eller senere","Ikke spurt",8,"Tilfreds","Ikke spurt","I stor grad","I stor grad",1,3,"NA",20
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1950-1959","Noe interessert",9,"Tilfreds","Noe tryggere","I liten grad","I noen grad",4,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Ikke svart","1960-1969","Svært Interessert",6,"Tilfreds","Noe mer utrygt","I liten grad","I noen grad",5,10,"har ikke barn",50
"Singel","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1970-1979","Svært Interessert",7,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",6,2,"har ikke barn",40
"Samboer","Ikke spurt","0","kvinne","Oslo","Videregaende skole","1960-1969","Interessert",3,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",3,3,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1950-1959","Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,8,"har ikke barn",60
"Samboer","Ikke spurt","2","mann","Ostlandet","Hogskole/Universitet","1980-1989","Interessert",10,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,2,"har barn",30
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Nord-Norge","Hogskole/Universitet","1960-1969","Interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,8,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",5,6,"har ikke barn",60
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1940-1949","Interessert",8,"Lite tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,1,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Vestlandet","Videregaende skole","1980-1989","Ikke spurt",5,"Svært tilfreds","Ikke spurt","I liten grad","I noen grad",7,10,"NA",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Noe interessert",6,"Noe tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",3,0,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Ikke spurt",5,"Tilfreds","Ikke spurt","I noen grad","I noen grad",8,7,"NA",50
"Singel","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1980-1989","Svært Interessert",6,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",8,10,"har ikke barn",30
"Kjæreste/Særbo","Ikke spurt","1","mann","Ostlandet","Videregaende skole","1970-1979","Noe interessert",9,"Tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I noen grad",6,6,"har barn",40
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Nord-Norge","Hogskole/Universitet","1980-1989","Interessert",7,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",2,3,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1940-1949","Interessert",10,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",3,2,"har ikke barn",70
"Samboer","Ikke spurt","1","kvinne","Vestlandet","Hogskole/Universitet","1980-1989","Svært Interessert",5,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,8,"har barn",30
"Samboer","Ikke spurt","0","mann","Ostlandet","Ingen utdanning/grunnskole","1950-1959","Noe interessert",3,"Noe tilfreds","Noe mer utrygt","Ikke i det hele tatt","I liten grad",2,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Trondelag","Videregaende skole","1950-1959","Interessert",9,"Svært tilfreds","Noe tryggere","I noen grad","I stor grad",2,3,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",3,5,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1950-1959","Interessert",5,"Tilfreds","Mye mer utrygt","I noen grad","I stor grad",4,5,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Vestlandet","Hogskole/Universitet","1970-1979","Ikke spurt",6,"Noe tilfreds","Ikke spurt","I noen grad","I noen grad",4,6,"NA",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Ingen utdanning/grunnskole","1950-1959","Noe interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",2,5,"har ikke barn",60
"Samboer","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1950-1959","Svært Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,4,"har ikke barn",60
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1940-1949","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",5,2,"har ikke barn",70
"Enke/enkemann","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",5,3,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Ingen utdanning/grunnskole","1940-1949","Noe interessert",6,"Tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",2,6,"har ikke barn",70
"Enke/enkemann","Ikke spurt","0","kvinne","Sorlandet","Videregaende skole","1950-1959","Noe interessert",5,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I liten grad",5,8,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",3,3,"har ikke barn",60
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Trondelag","Hogskole/Universitet","1960-1969","Lite interessert",7,"Tilfreds","Mye tryggere","I stor grad","I stor grad",3,5,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1980-1989","Ikke spurt",10,"Svært tilfreds","Ikke spurt","I stor grad","I stor grad",6,3,"NA",30
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1990 eller senere","Svært Interessert",6,"Noe tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",3,3,"har ikke barn",20
"Enke/enkemann","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,4,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1950-1959","Noe interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",2,8,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Videregaende skole","1960-1969","Ikke spurt",5,"Tilfreds","Ikke spurt","Ikke i det hele tatt","Ikke i det hele tatt",4,9,"NA",50
"Enke/enkemann","Ikke spurt","0","mann","Nord-Norge","Hogskole/Universitet","1940-1949","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",7,5,"har ikke barn",70
